,alff,anatomical_brain,anatomical_reorient,anatomical_to_mni_nonlinear_xfm,ants_affine_xfm,dr,falff,functional_brain_mask,functional_brain_mask_to_standard,functional_freq_filtered,functional_mni,functional_nuisance_residuals,functional_to_anat_linear_xfm,mean_functional,mni_normalized_anatomical,preprocessed,reho
0051224,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051225,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051226,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051227,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051228,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051229,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051230,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051231,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051234,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051235,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051236,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051237,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051238,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051239,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051240,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051241,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051248,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051249,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051250,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051251,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051252,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051253,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051254,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051255,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051256,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051257,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051258,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051259,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051260,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051261,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051262,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051263,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051264,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051265,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051266,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051267,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051268,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051269,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051271,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051272,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051273,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051274,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051275,False,True,True,True,True,False,False,True,True,False,False,False,True,True,True,True,False
0051276,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051277,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051278,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051279,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051280,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051281,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051282,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051291,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051292,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051293,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051294,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051295,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051296,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051297,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051298,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051299,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051300,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051301,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051302,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051303,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051304,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051305,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051306,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051307,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051308,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051309,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051311,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051312,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051316,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051313,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051317,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051314,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051315,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050272,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050273,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050274,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050275,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050276,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050277,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050278,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050279,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050280,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050281,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050282,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050283,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050284,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050285,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050286,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050287,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050288,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050289,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050290,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050291,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050292,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050293,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050294,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050295,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050296,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050297,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050298,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050299,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050300,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050301,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050302,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050303,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050304,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050305,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050306,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050307,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050308,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050309,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050310,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050311,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050312,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050313,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050314,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050315,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050316,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050317,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050318,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050319,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050320,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050321,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050322,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050323,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050324,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050325,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050326,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050327,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050328,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050329,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050330,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050331,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050332,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050333,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050334,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050335,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050336,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050337,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050338,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050339,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050340,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050341,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050342,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050343,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050344,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050345,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050346,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050347,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050348,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050349,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050350,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050351,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050352,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050353,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050354,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050355,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050356,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050357,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050358,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050359,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050360,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050361,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050362,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050363,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050364,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050365,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050366,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050367,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050368,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050369,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050370,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050371,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050372,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050373,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050374,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050375,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050376,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050377,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050378,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050379,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050380,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050381,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050382,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050383,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050385,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050386,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050387,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050388,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050390,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050391,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050397,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050399,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050402,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050403,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050404,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050405,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050406,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050407,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050408,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050410,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050411,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050412,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050413,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050414,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050415,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050416,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050417,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050418,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050419,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050421,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050422,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050423,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050424,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050425,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050426,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050427,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050428,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050532,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050529,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050530,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050526,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050527,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050531,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050522,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050523,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050518,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050519,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050514,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050515,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050510,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050511,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050506,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050507,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050509,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050501,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050502,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050512,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050496,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050497,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050513,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050491,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050492,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050498,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050516,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050485,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050486,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050488,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050499,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050517,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050478,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050479,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050481,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050489,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050500,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050520,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050470,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050471,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050475,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050482,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050490,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050503,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050521,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050461,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050462,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050464,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050467,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050472,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050476,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050483,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050493,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050504,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050524,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050449,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050450,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050452,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050454,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050456,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050458,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050460,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050465,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050468,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050473,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050477,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050484,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050494,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050505,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050525,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050432,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050433,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050434,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050435,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050436,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050437,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050438,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050439,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050440,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050441,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050442,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050443,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050444,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050445,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050446,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050447,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050448,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050451,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050453,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050455,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050457,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050459,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050463,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050466,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050469,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050474,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050480,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050487,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050495,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050508,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050528,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050551,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050552,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050553,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050554,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050555,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050556,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050557,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050558,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050559,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050560,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050561,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050562,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050563,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050564,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050565,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050566,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050567,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050568,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050569,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050570,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050571,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050572,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050573,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050574,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050575,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050576,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050577,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050578,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050601,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050602,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050603,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050604,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050605,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050606,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050607,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050608,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050609,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050610,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050611,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050612,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050613,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050614,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
